persistence intervals in dim 0:
 [0,3.42044e-05)
 [0,3.65735e-05)
 [0,5.92712e-05)
 [0,6.32443e-05)
 [0,6.51791e-05)
 [0,7.03551e-05)
 [0,7.74386e-05)
 [0,7.74632e-05)
 [0,8.33177e-05)
 [0,8.6798e-05)
 [0,8.71747e-05)
 [0,9.19643e-05)
 [0,9.23121e-05)
 [0,9.79445e-05)
 [0,0.000103562)
 [0,0.000110324)
 [0,0.000115137)
 [0,0.000115493)
 [0,0.000116215)
 [0,0.000121128)
 [0,0.000125722)
 [0,0.000125777)
 [0,0.000126418)
 [0,0.000135927)
 [0,0.000138783)
 [0,0.000139175)
 [0,0.000141033)
 [0,0.000144545)
 [0,0.000145286)
 [0,0.000146693)
 [0,0.000147189)
 [0,0.000150798)
 [0,0.00015259)
 [0,0.000154001)
 [0,0.000159232)
 [0,0.00015963)
 [0,0.000160923)
 [0,0.000161383)
 [0,0.000163235)
 [0,0.000163934)
 [0,0.000164943)
 [0,0.000166237)
 [0,0.000170412)
 [0,0.000170648)
 [0,0.000177989)
 [0,0.000178791)
 [0,0.000179688)
 [0,0.000180788)
 [0,0.000180933)
 [0,0.000181011)
 [0,0.000181372)
 [0,0.000181535)
 [0,0.000181964)
 [0,0.000182996)
 [0,0.000183056)
 [0,0.000183854)
 [0,0.00018431)
 [0,0.000184836)
 [0,0.00018487)
 [0,0.000185087)
 [0,0.000185169)
 [0,0.000186076)
 [0,0.000187686)
 [0,0.000187916)
 [0,0.000189452)
 [0,0.000189497)
 [0,0.000191004)
 [0,0.000191673)
 [0,0.000192109)
 [0,0.000192554)
 [0,0.000193083)
 [0,0.000194588)
 [0,0.000195616)
 [0,0.000196133)
 [0,0.000196264)
 [0,0.000196374)
 [0,0.000197266)
 [0,0.000197396)
 [0,0.000197514)
 [0,0.000200097)
 [0,0.000200458)
 [0,0.000201767)
 [0,0.000203306)
 [0,0.000203715)
 [0,0.000206378)
 [0,0.000206511)
 [0,0.000209367)
 [0,0.000210445)
 [0,0.000210508)
 [0,0.000211545)
 [0,0.000211571)
 [0,0.00021181)
 [0,0.000213189)
 [0,0.000213227)
 [0,0.000215234)
 [0,0.000217022)
 [0,0.000217511)
 [0,0.000217793)
 [0,0.00021793)
 [0,0.000217932)
 [0,0.000218272)
 [0,0.000220964)
 [0,0.00022152)
 [0,0.000222214)
 [0,0.000223246)
 [0,0.00022484)
 [0,0.000227348)
 [0,0.000228099)
 [0,0.00022964)
 [0,0.000229929)
 [0,0.00023024)
 [0,0.000230381)
 [0,0.000230447)
 [0,0.000230874)
 [0,0.00023129)
 [0,0.000231805)
 [0,0.00023243)
 [0,0.000233842)
 [0,0.000234167)
 [0,0.000234332)
 [0,0.00023446)
 [0,0.000235298)
 [0,0.000235566)
 [0,0.000236663)
 [0,0.000237649)
 [0,0.000242238)
 [0,0.000242341)
 [0,0.000243164)
 [0,0.00024524)
 [0,0.000246067)
 [0,0.000246815)
 [0,0.000246826)
 [0,0.000246829)
 [0,0.000246852)
 [0,0.000247186)
 [0,0.000247348)
 [0,0.000248885)
 [0,0.000248987)
 [0,0.000249552)
 [0,0.000249726)
 [0,0.000249739)
 [0,0.000250032)
 [0,0.000250248)
 [0,0.000251224)
 [0,0.000251662)
 [0,0.000251881)
 [0,0.000251887)
 [0,0.000251921)
 [0,0.000252183)
 [0,0.000252215)
 [0,0.000253299)
 [0,0.000253862)
 [0,0.000254276)
 [0,0.000254705)
 [0,0.000255592)
 [0,0.000255942)
 [0,0.000257362)
 [0,0.000257631)
 [0,0.000258287)
 [0,0.00025898)
 [0,0.000259624)
 [0,0.000259737)
 [0,0.00025977)
 [0,0.000260632)
 [0,0.000261696)
 [0,0.000262321)
 [0,0.000262385)
 [0,0.000262603)
 [0,0.000262655)
 [0,0.00026303)
 [0,0.000263095)
 [0,0.000264109)
 [0,0.000265355)
 [0,0.000266028)
 [0,0.000266768)
 [0,0.000267517)
 [0,0.000267898)
 [0,0.00026851)
 [0,0.000269048)
 [0,0.000269116)
 [0,0.00026924)
 [0,0.00026946)
 [0,0.000269963)
 [0,0.000270335)
 [0,0.000270565)
 [0,0.000270912)
 [0,0.000271128)
 [0,0.000271709)
 [0,0.000272406)
 [0,0.00027259)
 [0,0.000272775)
 [0,0.000272985)
 [0,0.000273684)
 [0,0.000274179)
 [0,0.000274848)
 [0,0.000275793)
 [0,0.000275977)
 [0,0.000276306)
 [0,0.000276348)
 [0,0.000276911)
 [0,0.000277397)
 [0,0.000278239)
 [0,0.00027925)
 [0,0.000279462)
 [0,0.000279588)
 [0,0.000282966)
 [0,0.000282997)
 [0,0.0002831)
 [0,0.000283337)
 [0,0.000284279)
 [0,0.000285046)
 [0,0.00028506)
 [0,0.00028611)
 [0,0.000286556)
 [0,0.000287815)
 [0,0.000287899)
 [0,0.000288011)
 [0,0.000288279)
 [0,0.000288519)
 [0,0.000291253)
 [0,0.000292389)
 [0,0.000292437)
 [0,0.000292653)
 [0,0.000293223)
 [0,0.000293749)
 [0,0.000294138)
 [0,0.000294314)
 [0,0.000295492)
 [0,0.000296301)
 [0,0.000296395)
 [0,0.000296702)
 [0,0.000296942)
 [0,0.000297265)
 [0,0.000298645)
 [0,0.000298651)
 [0,0.000299566)
 [0,0.0002999)
 [0,0.000300081)
 [0,0.000301043)
 [0,0.000303413)
 [0,0.000307371)
 [0,0.00030797)
 [0,0.000308356)
 [0,0.000309494)
 [0,0.000309711)
 [0,0.000310703)
 [0,0.000310769)
 [0,0.000311565)
 [0,0.000311911)
 [0,0.000312532)
 [0,0.000312599)
 [0,0.00031283)
 [0,0.000315606)
 [0,0.000315778)
 [0,0.000317559)
 [0,0.000318177)
 [0,0.000318335)
 [0,0.000318438)
 [0,0.000318652)
 [0,0.000320331)
 [0,0.000321472)
 [0,0.000322115)
 [0,0.000322879)
 [0,0.000323485)
 [0,0.000323873)
 [0,0.000323989)
 [0,0.000324209)
 [0,0.000325057)
 [0,0.000326084)
 [0,0.000326189)
 [0,0.000326492)
 [0,0.000328315)
 [0,0.000329376)
 [0,0.000330802)
 [0,0.000331106)
 [0,0.000331941)
 [0,0.000332077)
 [0,0.000332165)
 [0,0.000332303)
 [0,0.000332429)
 [0,0.000333021)
 [0,0.000333231)
 [0,0.000333324)
 [0,0.000333407)
 [0,0.000333679)
 [0,0.000333813)
 [0,0.000334178)
 [0,0.000334554)
